id,sentence,labels
20535-8,In silico docking studies of both resistant and susceptible DLD protein with phosphine molecule revealed that the amino acid residues involved in the interaction were different.,"[[77, 86, 'phosphine', 'Pesticides']]"
20535-9,This suggested that the amino acid substitution might lead to structural modifications which reduces the affinity of the target (phosphine).,"[[129, 138, 'phosphine', 'Pesticides']]"
20535-10,"This study provides insight on the various genes, pathways, and functional mechanisms having a significant role in phosphine resistance in S. oryzae.","[[115, 124, 'phosphine', 'Pesticides'], [139, 148, 'S. oryzae', 'Species']]"
20538-0,Aedes aegypti is the species of greatest concern for mosquito-borne disease in the Florida Keys.,"[[0, 13, 'Aedes aegypti', 'Species'], [83, 95, 'Florida Keys', 'Location']]"
20538-3,"It has become apparent that in the Florida Keys, and throughout Florida, Ae. aegypti resistance to the adulticide permethrin is prevalent.","[[35, 47, 'Florida Keys', 'Location'], [64, 71, 'Florida', 'Location'], [73, 84, 'Ae. aegypti', 'Species'], [114, 124, 'permethrin', 'Pesticides']]"
20538-4,"This study uses the CDC bottle bioassay method to look at resistance in Ae. aegypti collected from Key Largo, Vaca Key, and Key West, FL.","[[72, 83, 'Ae. aegypti', 'Species'], [99, 107, 'Key Larg', 'Location'], [110, 118, 'Vaca Key', 'Location'], [124, 136, 'Key West, FL', 'Location']]"
20538-5,Resistance was found in all three populations when exposed to permethrin and Sumithrin® but not malathion.,"[[62, 72, 'permethrin', 'Pesticides'], [77, 86, 'Sumithrin', 'Pesticides'], [96, 105, 'malathion', 'Pesticides']]"
20538-6,Inhibitor testing revealed that esterase and glutathione transferase activity is involved in resistance to permethrin in Key Largo and Key West Ae. aegypti populations while oxidase activity is involved in resistance to permethrin in Ae. aegypti from Vaca Key.,"[[107, 117, 'permethrin', 'Pesticides'], [121, 130, 'Key Largo', 'Location'], [135, 143, 'Key West', 'Location'], [144, 155, 'Ae. aegypti', 'Species'], [220, 230, 'permethrin', 'Pesticides'], [234, 245, 'Ae. aegypti', 'Species'], [251, 259, 'Vaca Key', 'Location']]"
20545-3,"However, no data on the susceptibility of malaria vectors is available in the Moyen-Ogooué Province in Gabon.","[[78, 108, 'Moyen-Ogooué Province in Gabon', 'Location']]"
20545-5,METHODS: Larvae were collected from breeding sites in Lambaréné and Zilé and reared to adults.,"[[54, 63, 'Lambaréné', 'Location'], [68, 72, 'Zilé', 'Location']]"
20545-6,Three to five-day old female Anopheles gambiae sensu lato mosquitoes were used in cone tube assays following the WHO susceptibility tests protocol for adult mosquitoes.,"[[29, 46, 'Anopheles gambiae', 'Species']]"
20545-8,RESULTS: Anopheles gambiae sensu stricto (s.s.),"[[9, 26, 'Anopheles gambiae', 'Species']]"
20545-12,Mosquitoes were statistically more resistant (P < 0.0001) to deltamethrin in Lambaréné (51%) compared to Zilé (76%).,"[[61, 73, 'deltamethrin', 'Pesticides'], [77, 86, 'Lambaréné', 'Location'], [105, 109, 'Zilé', 'Location']]"
20545-15,Further investigation of the mechanisms underlining the resistance of An. gambiae s.s.,"[[70, 81, 'An. gambiae', 'Species']]"
20548-0,"In the western United States, Culex tarsalis is the most important vector of West Nile virus.","[[7, 28, 'western United States', 'Location'], [30, 44, 'Culex tarsalis', 'Species']]"
20548-1,Insecticides containing permethrin or other pyrethroid compounds are commonly used to control these mosquitoes.,"[[24, 34, 'permethrin', 'Pesticides'], [44, 54, 'pyrethroid', 'Pesticides']]"
20548-4,"Prevalence of permethrin resistance was determined for Cx. tarsalis from 5 southern California field sites representing 2 distinct valley regions (Coachella Valley and Inland Valley), which are geographically separated by the north-south-running Peninsular Mountain Ranges.","[[14, 24, 'permethrin', 'Pesticides'], [55, 67, 'Cx. tarsalis', 'Species'], [147, 163, 'Coachella Valley', 'Location'], [168, 181, 'Inland Valley', 'Location'], [226, 272, 'north-south-running Peninsular Mountain Ranges', 'Location']]"
20548-6,"Permethrin resistance in mosquito populations was determined by the Centers for Disease Control and Prevention (CDC) bottle bioassay, using glass bottles coated with permethrin at 0.19 μg/cm2 of internal surface.","[[0, 10, 'Permethrin', 'Pesticides'], [166, 176, 'permethrin', 'Pesticides']]"
20548-7,"Permethrin resistance was evident in Cx. tarsalis populations from the Coachella Valley field sites with all sites showing similar mortality in the bottle bioassay, while Cx. tarsalis from the Inland Valley field sites were largely susceptible to permethrin, with mortality rates that were similar to a susceptible lab strain of Cx. tarsalis.","[[0, 10, 'Permethrin', 'Pesticides'], [37, 49, 'Cx. tarsalis', 'Species'], [71, 87, 'Coachella Valley', 'Location'], [171, 183, 'Cx. tarsalis', 'Species'], [193, 206, 'Inland Valley', 'Location'], [247, 257, 'permethrin', 'Pesticides'], [329, 341, 'Cx. tarsalis', 'Species']]"
20564-0,The α6 subunit of the nicotinic acetylcholine receptor (nAChR) has been proposed as the target for spinosad in insects.,"[[22, 62, 'nicotinic acetylcholine receptor (nAChR)', 'Gene'], [99, 107, 'spinosad', 'Pesticides']]"
20564-1,"Point mutations that result in premature stop codons in the α6 gene of Ceratitis capitata flies have been previously associated with spinosad resistance, but it is unknown if these transcripts are translated and if so, what is the location of the putative truncated proteins.","[[71, 89, 'Ceratitis capitata', 'Species'], [133, 141, 'spinosad', 'Pesticides']]"
20564-2,"In this work, we produced a specific antibody against C. capitata α6 (Ccα6) and validated it by ELISA, Western blotting and immunofluorescence assays in brain tissues.","[[54, 75, 'C. capitata α6 (Ccα6)', 'Gene'], [96, 101, 'ELISA', 'Research_level'], [103, 119, 'Western blotting', 'Research_level'], [124, 149, 'immunofluorescence assays', 'Research_level']]"
20564-3,"The antibody detects both wild-type and truncated forms of Ccα6 in vivo, and the protein is located in the cell membrane of the brain of wild-type spinosad sensitive flies.","[[59, 63, 'Ccα6', 'Gene'], [147, 155, 'spinosad', 'Pesticides']]"
20570-0,"Imidacloprid is a neonicotinoid insecticide used for managing the Asian citrus psyllid, Diaphorina citri Kuwayama, which serves as vector of phytopathogens causing citrus greening.","[[0, 12, 'Imidacloprid', 'Pesticides'], [18, 31, 'neonicotinoid', 'Pesticides'], [88, 104, 'Diaphorina citri', 'Species']]"
20570-1,"However, development of resistance to neonicotinoids among populations of D. citri has coincided with occasional control failures in the field.","[[38, 52, 'neonicotinoids', 'Pesticides'], [74, 82, 'D. citri', 'Species']]"
20570-2,"The objectives of this research were to (1) survey current levels of imidacloprid resistance in Florida citrus; (2) compare feeding behavior between imidacloprid-resistant and susceptible D. citri using electrical penetration graph recordings, and (3) investigate the possible amplification of insecticide hormoligosis associated with resistance.","[[69, 81, 'imidacloprid', 'Pesticides'], [96, 103, 'Florida', 'Location'], [149, 161, 'imidacloprid', 'Pesticides'], [188, 196, 'D. citri', 'Species']]"
20570-3,Field surveys confirmed that the susceptibility of D. citri populations to imidacloprid has decreased in commercial Florida citrus groves compared with a laboratory-susceptible population.,"[[51, 59, 'D. citri', 'Species'], [75, 87, 'imidacloprid', 'Pesticides'], [116, 123, 'Florida', 'Location']]"
20570-4,"Following 12 generations of selection, resistance to imidacloprid increased by 438 fold compared with the susceptible strain.","[[53, 65, 'imidacloprid', 'Pesticides'], [79, 87, '438 fold', 'Resistance_factor_value']]"
20570-6,"However, there were no differences observed in the frequency or duration of phloem ingestion or xylem feeding between susceptible and resistant D. citri.","[[144, 152, 'D. citri', 'Species']]"
20570-8,"However, the fecundity of imidacloprid-susceptible female D. citri treated with a sublethal concentration of imidacloprid (LC(25)) increased significantly compared with controls, while such hormoligosis was less pronounced among imidacloprid-resistant psyllids.","[[26, 38, 'imidacloprid', 'Pesticides'], [58, 66, 'D. citri', 'Species'], [109, 121, 'imidacloprid', 'Pesticides'], [229, 241, 'imidacloprid', 'Pesticides']]"
20570-9,"Our results suggest that imidacloprid-resistant psyllids may cease feeding sooner than susceptible counterparts following sublethal exposure to this insecticide, indicative of a behavioral resistance mechanism.","[[25, 37, 'imidacloprid', 'Pesticides'], [178, 199, 'behavioral resistance', 'Resistance_mechanism']]"
20572-1,"Some insecticide growth regulators, such as the juvenile hormone analogue (JHA) methoprene, have been used to improve the mating competitiveness of male tephritid flies by reducing their sexual maturation period.",[]
20572-2,"However, the application of methoprene reduces fly resistance to stress and decreases survival.","[[28, 38, 'methoprene', 'Pesticides']]"
20572-3,"Here, we compared the effects of methoprene and pyriproxyfen (PPF), another JHA, in Anastrepha ludens males.","[[33, 43, 'methoprene', 'Pesticides'], [48, 60, 'pyriproxyfen', 'Pesticides'], [84, 101, 'Anastrepha ludens', 'Species']]"
20572-6,RESULTS: Our results show that both PPF and methoprene reduced male sexual maturation.,"[[36, 39, 'PPF', 'Pesticides'], [44, 54, 'methoprene', 'Pesticides']]"
20572-7,"However, PPF-treated males exhibited a shorter maturation period and obtained more matings at a given age than methoprene-treated males.","[[9, 12, 'PPF', 'Pesticides'], [111, 121, 'methoprene', 'Pesticides']]"
20572-10,CONCLUSION: Our results demonstrate that PPF accelerated sexual development without reducing the mating propensity of sterile male flies and can be used as a suitable alternative for methoprene.,"[[183, 193, 'methoprene', 'Pesticides']]"
20591-3,"Cardboard squares were treated using insecticidal dusts at different dosage levels, including silica dioxide, diatomaceous earth, deltamethrin, permethrin, and fipronil.","[[130, 142, 'deltamethrin', 'Pesticides'], [144, 154, 'permethrin', 'Pesticides'], [160, 168, 'fipronil', 'Pesticides']]"
20591-4,"Two strains of C. lectularius, one susceptible and one resistant, were allowed to enter the treated harborages, and mortality rates were recorded daily.","[[15, 29, 'C. lectularius', 'Species']]"
20597-0,Annual indoxacarb resistance in Helicoverpa armigera (Hübner) populations collected from various crops in Australia was monitored between 2013 and 2023.,"[[7, 17, 'indoxacarb', 'Pesticides'], [32, 52, 'Helicoverpa armigera', 'Species'], [106, 115, 'Australia', 'Location'], [138, 142, '2013', 'Year'], [147, 151, '2023', 'Year']]"
20597-3,"Indoxacarb resistance was first detected in H. armigera collected from maize in the Gwydir valley, New South Wales, in 2013 (strain GY7-39).","[[0, 10, 'Indoxacarb', 'Pesticides'], [44, 55, 'H. armigera', 'Species'], [84, 114, 'Gwydir valley, New South Wales', 'Location'], [119, 123, '2013', 'Year']]"
20597-4,"In 2017, a second indoxacarb resistant H. armigera strain (UN1U3-10) was isolated from a population collected in chickpeas in the Liverpool Plains, New South Wales.","[[3, 7, '2017', 'Year'], [18, 28, 'indoxacarb', 'Pesticides'], [39, 50, 'H. armigera', 'Species'], [113, 163, 'chickpeas in the Liverpool Plains, New South Wales', 'Location']]"
20597-5,Indoxacarb resistance of this strain was characterized to evaluate its potential to compromise the ongoing effectiveness of insecticide resistance management strategies in Australian farming systems.,"[[0, 10, 'Indoxacarb', 'Pesticides'], [172, 190, 'Australian farming', 'Location']]"
20597-6,"Survival at the discriminating dose of indoxacarb in UN1U3-10 was 28.9, 52.6, 86.7, and 92.9% in the F2, F3, F4, and F5, respectively.","[[39, 49, 'indoxacarb', 'Pesticides']]"
20597-7,"Following introgression with a susceptible strain and reselection with the discriminating dose of indoxacarb, the resistance ratio of UN1U3-10 was approximately 800-fold.","[[98, 108, 'indoxacarb', 'Pesticides'], [161, 169, '800-fold', 'Resistance_factor_value']]"
20597-9,"While indoxacarb resistance in UN1U3-10 did not confer to emamectin benzoate or spinetoram and there was no evidence of major cross-resistance to the Bt toxins Cry1A, Cry2A or Vip3A, there was 5-fold reduced sensitivity to chlorantraniliprole.","[[6, 16, 'indoxacarb', 'Pesticides'], [58, 76, 'emamectin benzoate', 'Pesticides'], [80, 90, 'spinetoram', 'Pesticides'], [150, 152, 'Bt', 'Pesticides'], [160, 165, 'Cry1A', 'Pesticides'], [167, 172, 'Cry2A', 'Pesticides'], [176, 181, 'Vip3A', 'Pesticides'], [193, 199, '5-fold', 'Resistance_factor_value'], [223, 242, 'chlorantraniliprole', 'Pesticides']]"
20597-10,"Indoxacarb resistance was suppressed by approximately 10-fold by PBO with no synergism by TPP or DEM, suggesting the involvement of cytochrome P450 enzymes.","[[0, 10, 'Indoxacarb', 'Pesticides'], [54, 61, '10-fold', 'Resistance_factor_value'], [65, 68, 'PBO', 'Pesticides'], [132, 147, 'cytochrome P450', 'Gene']]"
20597-12,The potential risk for diverse indoxacarb resistance in the Australian H. armigera population is discussed.,"[[31, 41, 'indoxacarb', 'Pesticides'], [60, 69, 'Australia', 'Location'], [71, 82, 'H. armigera', 'Species']]"
20598-2,"Here, we report 25 newly sequenced genomes from museum specimens of the model organism Drosophila melanogaster, including the oldest extant specimens of this species.","[[87, 110, 'Drosophila melanogaster', 'Species']]"
20599-1,"One of the most devastating pest worldwide, the whitefly Bemisia tabaci, has developed resistance to various insecticides, especially the neonicotinoid group.","[[57, 71, 'Bemisia tabaci', 'Species'], [138, 151, 'neonicotinoid', 'Pesticides']]"
20599-2,"Although neonicotinoid resistance often is conferred by P450s-mediated metabolic resistance, the relationship between such resistance and the associated fitness phenotype remains largely elusive.","[[9, 22, 'neonicotinoid', 'Pesticides'], [56, 61, 'P450s', 'Gene'], [71, 91, 'metabolic resistance', 'Resistance_mechanism']]"
20599-4,RESULTS: Our bioassay tests showed that a total of 13 field-collected populations of B. tabaci MED biotype displayed low-to-moderate resistance to thiamethoxam and clothianidin.,"[[85, 94, 'B.\u2009tabaci', 'Species'], [147, 159, 'thiamethoxam', 'Pesticides'], [164, 176, 'clothianidin', 'Pesticides']]"
20599-5,"Compared to the laboratory susceptible strain, we then found that an important P450 CYP4CS5 was remarkably upregulated in the field resistant populations.","[[79, 91, 'P450 CYP4CS5', 'Gene']]"
20599-6,Such overexpression of CYP4CS5 had a good match with the resistance level among the whitefly samples.,"[[5, 19, 'overexpression', 'Research_level'], [23, 30, 'CYP4CS5', 'Gene']]"
